Fri Oct 17 03:29:58 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 560.35.03              Driver Version: 560.35.03      CUDA Version: 12.6     |
|-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-SXM2-32GB           On  |   00000000:3A:00.0 Off |                    0 |
| N/A   25C    P0             39W /  300W |       1MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
|   1  Tesla V100-SXM2-32GB           On  |   00000000:3B:00.0 Off |                    0 |
| N/A   32C    P0             40W /  300W |       1MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
|   2  Tesla V100-SXM2-32GB           On  |   00000000:8A:00.0 Off |                    0 |
| N/A   29C    P0             41W /  300W |       1MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
|   3  Tesla V100-SXM2-32GB           On  |   00000000:B3:00.0 Off |                    0 |
| N/A   30C    P0             40W /  300W |       1MiB /  32768MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+
                                                                                         
+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI        PID   Type   Process name                              GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
==================================
FUSED kernel training started
Batch size: 64
Learning rate: 0.005
Max gradient norm: 1.0
==================================



Using FUSED kernels (LayerNorm + Attn_Softmax)
{
    "data_size": {
        "train": 97976,
        "validation": 4512,
        "test": 100
    }
}

================================================================================
TRAINING START
================================================================================
Start time: 2025-10-17 03:30:28
================================================================================

Forward: 6.188704490661621
Backward: 17.46526265144348
Opt.step: 6.030079126358032
Forward: 5.748870372772217
Backward: 16.514864444732666
Opt.step: 6.005430221557617
Forward: 5.730750560760498
Backward: 16.431862354278564
Opt.step: 6.04773736000061
Forward: 5.869976282119751
Backward: 16.36775016784668
Opt.step: 5.979526519775391
Forward: 5.766325950622559
Backward: 16.152283430099487
Opt.step: 6.0379297733306885
Forward: 5.85172176361084
Backward: 16.497695207595825
Opt.step: 5.982607364654541
Forward: 5.7118120193481445
Backward: 16.5102322101593
Opt.step: 5.981084108352661
Forward: 5.731510639190674
Backward: 16.029773950576782
Opt.step: 6.009939432144165
Forward: 5.811054706573486
Backward: 17.02721905708313
Opt.step: 6.012736082077026
Forward: 5.554219722747803
Backward: 16.584599018096924
Opt.step: 6.019655704498291
Forward: 5.816481828689575
Backward: 16.876954793930054
Opt.step: 5.987348556518555
Forward: 5.537749528884888
Backward: 16.449243307113647
Opt.step: 5.9930336475372314
Forward: 5.704909563064575
Backward: 16.647900104522705
Opt.step: 5.974553346633911
Forward: 5.6552574634552
Backward: 16.799933433532715
Opt.step: 5.97507381439209
Forward: 5.777262210845947
Backward: 16.358670473098755
Opt.step: 5.969272613525391
Forward: 5.682201623916626
Backward: 17.034761428833008
Opt.step: 5.984650373458862
Forward: 5.79383397102356
Backward: 16.751432418823242
Opt.step: 5.856229066848755
Forward: 5.5594072341918945
Backward: 17.019203662872314
Opt.step: 5.856555461883545
Forward: 5.597365856170654
Backward: 16.767873525619507
Opt.step: 5.853551387786865
Forward: 5.593726873397827
Backward: 16.665353775024414
Opt.step: 5.8528406620025635
Forward: 5.686305522918701
